TEAM,NAME,EXPERIENCE,POSITION,AGE,HT,WT,PPG_LAST_SEASON,APG_LAST_SEASON,RPG_LAST_SEASON,PER_LAST_SEASON,PPG_CAREER,APG_CAREER,RGP_CAREER,GP,MPG,FGM_FGA,FGP,THM_THA,THP,FTM_FTA,FTP,APG,BLKPG,STLPG,TOPG,PPG,Salary
Los Angeles Lakers,Lance Stephenson,8,SG,28,198.12,104.07,9.2,2.9,5.2,12.47,8.8,3,4.3,440,24.4,3.5-7.9,0.446,0.6-2.1,0.303,1.1-1.6,0.685,3,0.1,0.7,1.7,8.8,4449000
Los Angeles Lakers,Moritz Wagner,0,C,21,210.82,110.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762080
Los Angeles Lakers,Ivica Zubac,2,C,21,215.9,108.6,3.7,2.9,0.3,15.38,5.5,3.5,0.6,81,12.6,2.3-4.4,0.519,0.0-0.0,0,0.9-1.2,0.71,0.7,0.6,0.3,0.7,5.5,1544951
Phoenix Suns,Ryan Anderson,10,PF,30,208.28,108.6,9.3,5,0.3,12.6,12.8,5.4,0.3,622,26.4,4.4-10.4,0.423,2.1-5.5,0.382,1.9-2.2,0.855,0.9,0.3,0.5,1,12.8,20421546
Phoenix Suns,Trevor Ariza,14,SF,33,203.2,97.29,11.7,1.6,4.4,11.8,10.5,2.1,4.8,942,29.5,3.8-8.9,0.424,1.4-4.0,0.353,1.6-2.2,0.723,2.1,0.3,1.5,1.4,10.5,15000000
Phoenix Suns,Darrell Arthur,9,PF,30,205.74,106.33,2.8,0.8,0.2,8.46,6.5,3.5,0.6,503,17.8,2.7-6.2,0.444,0.3-0.9,0.352,0.7-0.9,0.765,0.8,0.6,0.6,0.8,6.5,7464912
Phoenix Suns,Deandre Ayton,0,C,20,215.9,113.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8165160
Phoenix Suns,Dragan Bender,2,PF,20,215.9,101.81,6.5,4.4,0.6,7.11,5.4,3.7,0.6,125,21.2,2.0-5.2,0.378,1.2-3.4,0.345,0.3-0.5,0.694,1.2,0.6,0.3,1.2,5.4,4661280
Phoenix Suns,Devin Booker,3,SG,21,198.12,95.02,24.9,4.7,4.5,18.12,19.8,3.5,3.3,208,32.2,6.9-16.1,0.426,1.9-5.2,0.365,4.2-4.9,0.849,3.5,0.3,0.8,2.9,19.8,3314365
Phoenix Suns,Mikal Bridges,0,SF,22,200.66,95.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3552960
Phoenix Suns,Isaiah Canaan,5,PG,27,182.88,90.5,8.6,3.8,2.3,13.52,8.4,1.8,1.9,205,20.3,2.7-7.3,0.369,1.6-4.6,0.351,1.4-1.7,0.839,1.8,0.1,0.6,1.1,8.4,1512601
Phoenix Suns,Tyson Chandler,17,C,36,215.9,108.6,6.5,9.1,0.6,14.26,8.6,9.4,1.2,1079,28.3,3.2-5.4,0.596,0.0-0.0,0,2.2-3.3,0.646,0.9,1.2,0.6,1.5,8.6,13585000
Phoenix Suns,Troy Daniels,5,SG,27,193.04,92.76,8.9,0.6,1.6,9.86,7.1,0.6,1.3,241,15.6,2.4-6.0,0.401,1.8-4.5,0.404,0.5-0.6,0.821,0.6,0.1,0.3,0.6,7.1,3258539
Phoenix Suns,Shaquille Harrison,1,PG,25,193.04,85.97,6.6,2.4,2.7,15.67,6.6,2.4,2.7,23,16.7,2.6-5.4,0.476,0.3-1.1,0.231,1.2-1.7,0.737,2.4,0.3,1.1,1,6.6,1378242
Phoenix Suns,Richaun Holmes,3,PF,24,208.28,106.33,6.5,4.4,0.6,17.47,7.4,4.2,0.8,156,16.9,3.1-5.6,0.547,0.3-1.0,0.257,1.0-1.5,0.687,1,0.8,0.5,0.7,7.4,1600520
Phoenix Suns,Josh Jackson,1,SF,21,203.2,90.5,13.1,1.5,4.6,11.91,13.1,1.5,4.6,77,25.4,5.1-12.1,0.417,0.7-2.8,0.263,2.3-3.6,0.634,1.5,0.5,1,1.9,13.1,6041520
Phoenix Suns,De'Anthony Melton,0,PG,20,193.04,90.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,949000
Phoenix Suns,Elie Okobo,0,PG,20,187.96,81.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238464
Phoenix Suns,Davon Reed,1,SG,23,198.12,95.02,3,0.6,1.9,4.78,3,0.6,1.9,21,11.5,1.0-3.6,0.289,0.5-1.8,0.289,0.4-0.6,0.667,0.6,0.1,0.5,0.5,3,1378242
Phoenix Suns,TJ Warren,4,SF,25,203.2,97.29,19.6,1.3,5.1,17.71,13.7,1.1,4.1,218,26.9,5.8-11.6,0.5,0.4-1.3,0.283,1.7-2.3,0.754,1.1,0.5,0.9,0.9,13.7,11750000
Sacramento Kings,Marvin Bagley III,0,PF,19,210.82,105.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7305600
Sacramento Kings,Nemanja Bjelica,3,PF,30,208.28,105.88,6.8,4.1,0.2,12.62,6.1,3.8,0.3,192,18.9,2.3-5.0,0.449,0.9-2.5,0.371,0.6-0.8,0.752,1.3,0.3,0.6,0.8,6.1,6500000
Sacramento Kings,Bogdan Bogdanovic,1,SG,26,198.12,92.76,11.8,3.3,2.9,13.51,11.8,3.3,2.9,78,27.9,4.4-9.9,0.446,1.7-4.2,0.392,1.3-1.5,0.84,3.3,0.2,0.9,1.6,11.8,9000000
Sacramento Kings,Willie Cauley-Stein,3,C,25,213.36,108.6,12.8,7,0.9,17.61,9.4,5.6,0.8,214,22.8,3.9-7.4,0.524,0.0-0.1,0.188,1.6-2.4,0.641,1.4,0.8,0.8,1,9.4,4696875
Sacramento Kings,Yogi Ferrell,2,PG,25,182.88,81.45,10.2,2.5,3,11.48,10.2,2.9,2.8,128,27.2,3.7-8.8,0.419,1.6-4.2,0.378,1.2-1.5,0.813,2.9,0.1,0.8,1.2,10.2,3000000
Sacramento Kings,De'Aaron Fox,1,PG,20,190.5,79.19,11.6,4.4,2.8,11.28,11.6,4.4,2.8,73,27.8,4.5-10.9,0.412,0.6-2.1,0.307,1.9-2.7,0.723,4.4,0.3,1,2.4,11.6,5470920
Sacramento Kings,Harry Giles,0,PF,20,208.28,108.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207040
Sacramento Kings,Buddy Hield,2,SG,24,193.04,96.83,13.5,1.9,3.8,16.13,12,1.7,3.6,162,24.1,4.6-10.5,0.437,2.0-4.9,0.412,0.8-1.0,0.86,1.7,0.2,0.8,1.4,12,3844760
Sacramento Kings,Justin Jackson,1,SF,23,203.2,95.02,6.7,1.1,2.8,9.25,6.7,1.1,2.8,68,22.1,2.7-6.2,0.442,0.8-2.7,0.308,0.4-0.5,0.722,1.1,0.2,0.4,0.6,6.7,2807880
Sacramento Kings,Kosta Koufos,10,C,29,213.36,110.86,6.7,6.6,0.5,17.56,5.8,5.1,0.8,644,16.7,2.6-4.9,0.537,0.0-0.0,0,0.6-1.1,0.587,0.5,0.8,0.4,0.7,5.8,8739500
Sacramento Kings,Skal Labissiere,2,PF,22,210.82,106.33,8.7,4.8,0.8,14.33,8.7,4.8,0.7,93,19.9,3.5-7.3,0.476,0.2-0.6,0.356,1.6-2.1,0.766,1.1,0.7,0.4,1.2,8.7,1544951
Sacramento Kings,Frank Mason III,1,PG,24,180.34,85.97,7.9,2.8,2.5,13.02,7.9,2.8,2.5,52,18.9,2.8-7.3,0.379,0.6-1.7,0.36,1.8-2.2,0.817,2.8,0.2,0.7,1.3,7.9,1378242
Sacramento Kings,Ben McLemore,5,SG,25,195.58,90.95,7.5,0.9,2.5,9.73,9.1,1.2,2.6,349,24.5,3.3-7.9,0.417,1.2-3.4,0.351,1.3-1.6,0.785,1.2,0.2,0.7,1.3,9.1,5460000
Sacramento Kings,Zach Randolph,17,PF,37,205.74,113.12,14.5,6.7,0.2,17.41,16.6,9.1,0.3,1116,31,6.7-14.1,0.471,0.2-0.7,0.273,3.1-4.1,0.764,1.8,0.3,0.7,2.1,16.6,11692308
Sacramento Kings,Iman Shumpert,7,SG,28,195.58,97.29,4.4,1.2,2.9,6.42,7.3,1.9,3.4,384,25.4,2.7-6.8,0.396,1.0-3.0,0.338,0.9-1.2,0.763,1.9,0.2,1.2,1.2,7.3,11011234
Chicago Bulls,Ryan Arcidiacono,1,PG,24,190.5,90.5,2,1.5,1,7.3,2,1.5,1,24,12.7,0.7-1.7,0.415,0.4-1.3,0.29,0.2-0.3,0.833,1.5,0,0.5,0.5,2,1349383
Chicago Bulls,Omer Asik,8,C,32,213.36,115.38,1.2,2.6,0.2,3.07,5.3,7.1,0.7,471,19.6,2.0-3.8,0.528,0.0-0.0,0,1.2-2.3,0.551,0.6,0.7,0.4,1.2,5.3,11286516
Chicago Bulls,Antonio Blakeney,1,SG,22,193.04,86.88,7.9,1.1,1.7,10.18,7.9,1.1,1.7,19,16.5,2.8-7.5,0.371,0.8-2.7,0.288,1.6-2.1,0.769,1.1,0.1,0.4,0.6,7.9,1349383
Chicago Bulls,Wendell Carter Jr.,0,PF,19,208.28,115.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4441200
Chicago Bulls,Kris Dunn,2,PG,24,193.04,92.76,13.4,6,4.3,14.58,7.6,3.8,3,130,22,3.1-7.5,0.413,0.5-1.6,0.309,0.9-1.3,0.694,3.8,0.5,1.4,1.8,7.6,4221000
Chicago Bulls,Cristiano Felicio,3,PF,26,208.28,119.91,5.6,4.2,0.2,12.53,4.8,4.3,0.3,152,15.4,1.9-3.3,0.581,0.0-0.0,0,0.9-1.4,0.665,0.8,0.3,0.3,0.7,4.8,8740980
Chicago Bulls,Justin Holiday,5,SG,29,198.12,81.9,12.2,2.1,4,10.81,7.4,1.4,2.5,275,19.9,2.6-6.7,0.392,1.2-3.5,0.35,1.0-1.2,0.811,1.4,0.4,0.8,0.9,7.4,4384616
Chicago Bulls,Chandler Hutchison,0,SF,22,200.66,89.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990520
Chicago Bulls,Zach LaVine,4,PG,23,195.58,90.5,16.7,3,3.9,14.65,14,3.2,3,230,28.7,5.1-11.7,0.437,1.5-4.0,0.373,2.2-2.7,0.82,3.2,0.2,0.8,2.1,14,19500000
Chicago Bulls,Robin Lopez,10,C,30,213.36,124.43,11.8,4.5,0.8,14.77,9,5.4,1.2,692,23.2,3.8-7.1,0.527,0.0-0.0,0.2,1.5-2.0,0.76,0.8,1.2,0.3,1.1,9,14357750
Chicago Bulls,Lauri Markkanen,1,PF,21,213.36,108.6,15.2,7.5,0.6,15.68,15.2,7.5,0.6,68,29.7,5.5-12.7,0.434,2.1-5.9,0.362,2.1-2.4,0.843,1.2,0.6,0.6,1.2,15.2,4536120
Chicago Bulls,Jabari Parker,4,PF,23,203.2,110.86,12.6,4.9,0.3,17.19,15.3,5.5,0.4,183,30.7,6.2-12.6,0.49,0.6-1.7,0.352,2.3-3.1,0.747,2,0.4,1,1.6,15.3,20000000
Chicago Bulls,Cameron Payne,3,PG,24,190.5,85.97,8.8,4.5,2.8,14.04,5.9,2.4,1.8,113,15.4,2.3-6.1,0.386,0.9-2.5,0.34,0.3-0.4,0.75,2.4,0.2,0.7,1,5.9,3263294
Chicago Bulls,Bobby Portis,3,PF,23,210.82,113.12,13.2,6.8,0.3,19.78,9.2,5.7,0.3,199,18.8,3.8-8.2,0.463,0.6-1.9,0.345,1.0-1.4,0.737,1.1,0.3,0.5,1,9.2,2494346
Chicago Bulls,Denzel Valentine,2,SG,24,198.12,95.02,10.2,3.2,5.1,12.12,8,2.3,4.1,134,22.9,3.0-7.5,0.399,1.6-4.3,0.374,0.4-0.5,0.754,2.3,0.1,0.7,1.1,8,2280600
Cleveland Cavaliers,Jordan Clarkson,4,PG,26,195.58,87.78,13.9,2.7,2.7,16.5,14.1,2.8,3.2,301,27.6,5.5-12.4,0.443,1.3-3.7,0.339,1.9-2.4,0.807,2.8,0.1,1,1.7,14.1,12500000
Cleveland Cavaliers,Sam Dekker,3,SF,24,205.74,104.07,4.2,0.5,2.4,11.56,5.3,0.7,3,153,15.1,2.2-4.5,0.481,0.5-1.6,0.283,0.5-0.8,0.605,0.7,0.2,0.4,0.5,5.3,2760095
Cleveland Cavaliers,Channing Frye,12,F,35,213.36,115.38,5,0.7,2.5,13.16,9,1,4.6,854,22.8,3.4-7.7,0.442,1.2-3.1,0.387,1.0-1.2,0.823,1,0.6,0.5,0.9,9,1512601
Cleveland Cavaliers,George Hill,10,PG,32,190.5,85.07,10,2.8,2.7,13.35,11.6,3.3,3.2,666,28.8,4.1-9.0,0.453,1.2-3.3,0.383,2.1-2.7,0.8,3.3,0.3,0.9,1.3,11.6,19000000
Cleveland Cavaliers,Rodney Hood,4,SG,25,203.2,93.21,14.7,1.6,2.8,14.38,13,2,3,248,27.5,4.7-11.1,0.419,1.9-5.1,0.369,1.8-2.1,0.828,2,0.2,0.8,1.2,13,3472887
Cleveland Cavaliers,Kyle Korver,15,SG,37,200.66,95.93,9.2,1.2,2.3,13.41,9.9,1.8,3,1104,26.2,3.4-7.7,0.444,2.0-4.6,0.431,1.1-1.2,0.881,1.8,0.3,0.7,1.1,9.9,7560000
Cleveland Cavaliers,Kevin Love,10,PF,30,208.28,113.57,17.6,9.3,0.4,22.44,18.3,11.3,0.5,635,32.2,6.1-13.6,0.444,1.6-4.4,0.37,4.6-5.6,0.824,2.3,0.5,0.7,1.9,18.3,24119025
Cleveland Cavaliers,Larry Nance Jr.,3,PF,25,205.74,104.07,8.7,6.8,0.6,20.18,7.1,5.9,0.5,192,21.5,3.1-5.6,0.547,0.1-0.3,0.224,0.9-1.4,0.689,1.2,0.5,1.2,0.8,7.1,2272391
Cleveland Cavaliers,David Nwaba,2,SG,25,193.04,99.1,7.9,1.5,4.7,12.26,7.5,1.3,4.3,90,22.7,2.8-5.6,0.494,0.2-0.6,0.333,1.8-2.7,0.653,1.3,0.4,0.8,1,7.5,1512601
Cleveland Cavaliers,Cedi Osman,1,SF,23,203.2,97.29,3.9,0.7,2,11.06,3.9,0.7,2,61,11,1.5-3.0,0.484,0.5-1.4,0.368,0.4-0.8,0.565,0.7,0,0.4,0.5,3.9,2775000
Cleveland Cavaliers,Collin Sexton,0,PG,19,187.96,85.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4068600
Cleveland Cavaliers,JR Smith,14,SG,33,198.12,101.81,8.3,1.8,2.9,8.48,12.6,2.1,3.2,960,27.1,4.5-10.8,0.419,2.0-5.3,0.374,1.5-2.1,0.732,2.1,0.2,1,1.4,12.6,14720000
Cleveland Cavaliers,Tristan Thompson,7,PF,27,208.28,107.69,5.8,6.6,0.3,13.66,9,8.4,0.7,519,27.8,3.6-6.9,0.518,0.0-0.0,0,1.9-3.1,0.608,0.8,0.7,0.5,1.1,9,17469565
Cleveland Cavaliers,Ante Zizic,1,C,21,210.82,114.93,3.7,1.9,0.4,24.23,3.7,1.9,0.4,32,6.7,1.5-2.1,0.731,0.0-0.0,0,0.7-0.9,0.724,0.2,0.4,0.1,0.3,3.7,1952760
Detroit Pistons,Bruce Brown,0,SG,22,195.58,91.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838464
Detroit Pistons,Reggie Bullock,5,F,27,200.66,92.76,11.3,1.5,2.5,13.66,5.5,0.8,1.9,209,16.1,2.1-4.6,0.448,1.0-2.5,0.403,0.3-0.4,0.798,0.8,0.1,0.4,0.4,5.5,2500000
Detroit Pistons,Jose Calderon,13,PG,37,190.5,90.5,4.5,2.1,1.5,11.27,9.2,5.9,2.5,846,27.2,3.5-7.5,0.474,1.1-2.6,0.411,1.1-1.2,0.873,5.9,0.1,0.8,1.5,9.2,1512601
Detroit Pistons,Andre Drummond,6,C,25,210.82,126.24,15,16,1.6,22.94,13.6,13.4,1.5,463,30.4,5.8-10.6,0.545,0.0-0.1,0.167,2.0-4.7,0.421,1.1,1.5,1.3,1.7,13.6,25434263
Detroit Pistons,Henry Ellenson,2,PF,21,210.82,110.86,4,2.1,0,10.58,3.7,2.1,0,57,8.3,1.3-3.7,0.362,0.5-1.6,0.319,0.5-0.6,0.784,0.5,0,0.1,0.6,3.7,1857480
Detroit Pistons,Langston Galloway,4,SG,26,187.96,90.5,6.2,1,1.6,12.27,8.1,2,2.8,259,22.6,3.0-7.7,0.387,1.3-3.6,0.361,0.9-1.1,0.785,2,0.2,0.8,0.7,8.1,7000000
Detroit Pistons,Blake Griffin,8,PF,29,208.28,113.12,21.4,7.4,0.3,19.65,21.5,9.2,0.5,529,35,8.2-16.1,0.508,0.4-1.1,0.324,4.7-6.9,0.683,4.3,0.5,0.9,2.5,21.5,32088932
Detroit Pistons,Reggie Jackson,7,PG,28,190.5,94.12,14.6,5.3,2.8,15.96,12.4,4.4,3,448,24.8,4.7-10.9,0.43,1.0-3.0,0.32,2.1-2.4,0.857,4.4,0.1,0.7,2,12.4,17043478
Detroit Pistons,Stanley Johnson,3,SF,22,200.66,110.86,8.7,1.6,3.7,9.08,7,1.5,3.4,219,22.6,2.6-7.0,0.37,0.8-2.7,0.295,1.0-1.4,0.76,1.5,0.2,0.9,1.2,7,3940402
Detroit Pistons,Luke Kennard,1,SG,22,195.58,93.21,7.6,1.7,2.4,12.19,7.6,1.7,2.4,73,20,2.8-6.4,0.443,1.1-2.7,0.415,0.9-1.0,0.855,1.7,0.2,0.6,0.9,7.6,3275280
Detroit Pistons,Jon Leuer,7,PF,29,208.28,103.17,5.4,4,0.4,8.98,6.7,4,0.3,336,16.5,2.7-5.7,0.478,0.4-1.1,0.335,0.9-1.1,0.769,0.9,0.3,0.4,0.7,6.7,10002681
Detroit Pistons,Zaza Pachulia,15,C,34,210.82,122.17,5.4,4.7,0.2,17,6.9,5.9,0.3,1030,20.7,2.4-5.2,0.47,0.0-0.0,0,2.0-2.7,0.75,1.3,0.3,0.7,1.3,6.9,1512601
Detroit Pistons,Glenn Robinson III,4,SG,24,198.12,100.45,4.1,0.7,1.6,10.81,4.4,0.6,2.3,172,14.7,1.7-3.7,0.445,0.5-1.3,0.381,0.6-0.9,0.707,0.6,0.2,0.4,0.4,4.4,4075000
Detroit Pistons,Ish Smith,8,PG,30,182.88,79.19,10.9,4.4,2.7,15.5,7.2,3.8,2.3,486,19.1,3.1-7.2,0.428,0.3-1.0,0.301,0.7-1.1,0.669,3.8,0.2,0.7,1.3,7.2,6000000
Detroit Pistons,Khyri Thomas,0,SG,22,190.5,95.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838464
Indiana Pacers,Ike Anigbogu,1,C,19,208.28,113.12,1.2,0.8,0.3,21.58,1.2,0.8,0.3,11,2.7,0.4-0.8,0.444,0.0-0.0,0,0.5-0.5,0.833,0,0.3,0.1,0.2,1.2,1378242
Indiana Pacers,Bojan Bogdanovic,4,SF,29,203.2,97.74,14.3,1.5,3.4,13.98,12.1,1.2,3.2,318,26.8,4.3-9.5,0.452,1.6-4.3,0.378,1.9-2.2,0.863,1.2,0.1,0.5,1.4,12.1,10500000
Indiana Pacers,Darren Collison,9,PG,31,182.88,79.19,12.4,5.3,2.6,18.86,12.7,4.9,2.6,632,29.5,4.7-9.9,0.472,0.9-2.2,0.393,2.4-2.8,0.855,4.9,0.2,1.1,2,12.7,10000000
Indiana Pacers,Tyreke Evans,9,SG,29,198.12,99.55,19.4,5.2,5.1,21.16,16.5,5.1,4.8,525,32.1,6.2-13.9,0.445,0.8-2.5,0.318,3.3-4.3,0.759,5.1,0.4,1.3,2.6,16.5,12400000
Indiana Pacers,Aaron Holiday,0,PG,22,185.42,83.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911960
Indiana Pacers,Alize Johnson,0,PF,22,205.74,95.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838464
Indiana Pacers,Cory Joseph,7,PG,27,190.5,87.33,7.9,3.2,3.2,10.99,7,2.6,2.4,446,20.8,2.7-6.1,0.45,0.4-1.2,0.329,1.1-1.5,0.765,2.6,0.2,0.7,1,7,7945000
Indiana Pacers,T.J. Leaf,1,PF,21,208.28,101.81,2.9,1.5,0.1,10.81,2.9,1.5,0.1,53,8.6,1.2-2.6,0.471,0.3-0.8,0.429,0.2-0.3,0.625,0.2,0.1,0.1,0.2,2.9,2407560
Indiana Pacers,Doug McDermott,4,SF,26,203.2,101.81,7.8,1,2.5,10.46,7.9,0.8,2.3,264,20.7,3.0-6.7,0.452,1.1-2.7,0.403,0.8-1.0,0.822,0.8,0.1,0.2,0.6,7.9,7333333
Indiana Pacers,Victor Oladipo,5,SG,26,193.04,95.02,23.1,4.3,5.2,23.12,17.4,3.8,4.5,366,33.4,6.4-14.4,0.445,1.5-4.2,0.353,3.1-3.8,0.8,3.8,0.5,1.7,2.6,17.4,21000000
Indiana Pacers,Domantas Sabonis,2,PF,22,210.82,108.6,11.6,7.7,0.4,17.57,8.6,5.5,0.4,155,22.2,3.4-7.4,0.466,0.4-1.3,0.327,1.4-1.9,0.729,1.5,0.4,0.5,1.4,8.6,2659800
Indiana Pacers,Myles Turner,3,PF,22,210.82,113.12,12.7,6.4,1.8,16.65,12.7,6.5,1.8,206,27.9,4.9-9.9,0.498,0.5-1.4,0.346,2.4-3.1,0.783,1.1,1.8,0.7,1.3,12.7,3410284
Indiana Pacers,Thaddeus Young,11,PF,30,203.2,100,11.8,6.3,0.4,14.83,13.4,5.9,0.4,820,30.7,5.8-11.6,0.499,0.4-1.3,0.326,1.4-2.1,0.675,1.6,0.4,1.5,1.4,13.4,13964045
Milwaukee Bucks,Giannis Antetokounmpo,5,PF,23,210.82,109.5,26.9,10,1.4,27.37,17.2,7.5,1.3,393,32.7,6.3-12.4,0.506,0.4-1.5,0.284,4.2-5.6,0.746,3.8,1.3,1.2,2.4,17.2,24157303
Milwaukee Bucks,Eric Bledsoe,8,PG,28,185.42,92.76,17.7,5,3.8,19.79,13.8,4.7,3.8,492,27.7,4.8-10.8,0.45,1.0-2.9,0.337,3.1-3.9,0.799,4.7,0.5,1.5,2.7,13.8,15000000
Milwaukee Bucks,Malcolm Brogdon,2,PG,25,195.58,103.62,13,3.2,3.3,14.31,11.3,3.8,3,123,27.8,4.3-9.3,0.469,1.1-2.9,0.395,1.5-1.7,0.872,3.8,0.2,1,1.5,11.3,1544951
Milwaukee Bucks,Sterling Brown,1,SG,23,198.12,104.98,4,0.5,2.6,9.13,4,0.5,2.6,54,14.4,1.5-3.8,0.4,0.6-1.7,0.352,0.4-0.4,0.875,0.5,0.2,0.6,0.5,4,1378242
Milwaukee Bucks,Pat Connaughton,3,SG,25,193.04,94.57,5.4,1.1,2,9.35,3.7,0.8,1.6,155,12.6,1.4-3.3,0.421,0.6-1.7,0.364,0.3-0.4,0.845,0.8,0.2,0.2,0.5,3.7,1641000
Milwaukee Bucks,Matthew Dellavedova,5,PG,28,193.04,90.5,4.3,3.8,1.7,8.64,6,3.7,1.9,329,21.9,2.1-5.5,0.391,1.0-2.6,0.387,0.7-0.8,0.84,3.7,0,0.5,1.3,6,9607500
Milwaukee Bucks,Donte DiVincenzo,0,SG,21,193.04,91.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2481000
Milwaukee Bucks,John Henson,6,F,27,210.82,99.1,8.8,1.5,6.8,15.78,7.9,1.1,5.5,391,20.4,3.4-6.2,0.541,0.0-0.0,0.077,1.2-2.0,0.572,1.1,1.5,0.5,1.1,7.9,11327466
Milwaukee Bucks,Ersan Ilyasova,10,PF,31,208.28,106.33,10.9,5.9,0.4,14.94,11,5.9,0.4,678,24.5,4.1-9.3,0.443,1.1-3.1,0.366,1.6-2.1,0.77,1.2,0.4,0.7,1,11,7000000
Milwaukee Bucks,Brook Lopez,10,C,30,213.36,122.17,13,4,1.3,16.52,17.9,6.8,1.7,636,31.2,6.9-13.8,0.502,0.4-1.2,0.335,3.7-4.6,0.789,1.6,1.7,0.6,2,17.9,3382000
Milwaukee Bucks,Thon Maker,2,PF,21,215.9,100,4.8,3,0.7,10.22,4.4,2.6,0.6,131,13.7,1.6-3.8,0.429,0.5-1.4,0.331,0.7-1.1,0.683,0.5,0.6,0.4,0.5,4.4,2799720
Milwaukee Bucks,Khris Middleton,6,SF,27,203.2,100.45,20.1,4,5.2,17.45,15.1,3,4.1,378,31.8,5.5-12.2,0.454,1.5-3.9,0.391,2.5-2.9,0.877,3,0.2,1.4,1.8,15.1,13000000
Milwaukee Bucks,Jaylen Morris,1,SG,23,195.58,86.88,4.7,1.2,2.7,6.57,4.7,1.2,2.7,6,16.3,2.2-5.3,0.406,0.3-1.7,0.2,0.0-0.0,0,1.2,0.2,0.3,1,4.7,1378242
Milwaukee Bucks,Tony Snell,5,SG,26,200.66,96.38,6.9,1.3,1.9,8.49,6.3,1.1,2.4,368,22.6,2.3-5.5,0.42,1.2-3.1,0.38,0.5-0.6,0.809,1.1,0.2,0.5,0.6,6.3,10607143
Milwaukee Bucks,D.J. Wilson,1,PF,22,208.28,104.52,1,0.5,0,10.33,1,0.5,0,22,3.2,0.4-0.7,0.563,0.1-0.2,0.4,0.0-0.1,0.5,0.1,0,0.1,0.2,1,2534280
Dallas Mavericks,J.J. Barea,12,PG,34,182.88,83.71,11.6,6.3,2.9,17.84,8.9,3.9,2.1,764,19.7,3.4-8.0,0.424,1.0-2.8,0.354,1.1-1.4,0.798,3.9,0,0.4,1.5,8.9,3710850
Dallas Mavericks,Harrison Barnes,6,SF,26,203.2,101.81,18.9,2,6.1,15.89,13.1,1.5,4.9,463,30.4,5.0-11.0,0.451,1.0-2.8,0.367,2.1-2.7,0.789,1.5,0.2,0.7,1.2,13.1,24107258
Dallas Mavericks,Ryan Broekhoff,0,SG,28,200.66,97.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,838464
Dallas Mavericks,Jalen Brunson,0,PG,22,190.5,85.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230000
Dallas Mavericks,Luka Doncic,0,PG,19,200.66,98.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6560640
Dallas Mavericks,Dorian Finney-Smith,2,SF,25,203.2,99.55,5.9,1.2,3.6,7.67,4.6,0.9,2.9,102,20.5,1.7-4.5,0.374,0.7-2.5,0.295,0.6-0.7,0.75,0.9,0.3,0.6,0.6,4.6,1544951
Dallas Mavericks,Devin Harris,14,PG,35,190.5,83.71,8.4,2.1,1.8,13.08,11.1,4.1,2.2,917,25,3.7-8.4,0.434,0.8-2.6,0.327,2.9-3.7,0.798,4.1,0.2,1.1,1.8,11.1,1512601
Dallas Mavericks,DeAndre Jordan,10,C,30,210.82,119.91,12,15.2,0.9,20.17,9.4,10.7,1.7,750,28.1,3.8-5.7,0.673,0.0-0.0,0.091,1.8-4.1,0.446,0.7,1.7,0.6,1.3,9.4,22897200
Dallas Mavericks,Maximilian Kleber,1,PF,26,210.82,108.6,5.4,3.3,0.7,13.45,5.4,3.3,0.7,72,16.8,2.1-4.3,0.489,0.6-1.8,0.313,0.6-0.8,0.746,0.7,0.7,0.4,0.4,5.4,1378242
Dallas Mavericks,Wesley Matthews,9,SG,32,195.58,99.55,12.7,2.7,3.1,11.49,13.8,2.2,3.2,655,32.8,4.7-11.1,0.427,2.1-5.6,0.383,2.2-2.7,0.827,2.2,0.2,1.1,1.3,13.8,18622514
